Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
5156,BIOLOGICAL PROCEDURES ONLINE,445,1.565,0.000380
5156,Journal of Intelligent Transportation Systems,395,1.565,0.001030
5156,MOLECULAR AND CELLULAR PROBES,"1,580",1.565,0.001840
5159,Journal of Real-Time Image Processing,341,1.564,0.000860
5160,ACTA PHYSIOLOGIAE PLANTARUM,"3,363",1.563,0.006870
5160,ARTHROPOD STRUCTURE & DEVELOPMENT,"1,019",1.563,0.002010
5160,INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,"6,557",1.563,0.010230
5163,CURRENT HIV RESEARCH,"1,030",1.562,0.003030
5163,Geoscience Data Journal,29,1.562,0.000240
5163,IET Renewable Power Generation,"1,334",1.562,0.003930
5163,NEPHRON PHYSIOLOGY,368,1.562,0.000530
5167,JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,"4,724",1.561,0.005350
5167,Journal of Grid Computing,505,1.561,0.001480
5169,Mineral Processing and Extractive Metallurgy Review,443,1.560,0.000630
5169,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,"2,225",1.560,0.004380
5171,INTERNATIONAL JOURNAL OF SPELEOLOGY,503,1.559,0.000990
5171,JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY,"1,513",1.559,0.002240
5171,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,"15,632",1.559,0.024240
5171,Molecular Medicine Reports,"4,952",1.559,0.012380
5175,Chronic Diseases and Injuries in Canada,156,1.558,0.000890
5175,GEORGE WASHINGTON LAW REVIEW,"1,090",1.558,0.002040
5175,JOURNAL OF MAMMALOGY,"7,097",1.558,0.007470
5175,Journal of English for Academic Purposes,564,1.558,0.001180
5175,PHOTOSYNTHETICA,"2,217",1.558,0.002020
5175,VACUUM,"5,927",1.558,0.008080
5181,Food Security,690,1.557,0.002430
5181,HEALTH & SOCIAL CARE IN THE COMMUNITY,"1,622",1.557,0.002870
5181,International Journal of Integrated Care,517,1.557,0.001210
5181,International Journal of Integrated Care,517,1.557,0.001210
5181,NEUROIMAGING CLINICS OF NORTH AMERICA,967,1.557,0.001720
5186,CLINICAL NEUROPSYCHOLOGIST,"2,379",1.556,0.003450
5186,CLINICAL NEUROPSYCHOLOGIST,"2,379",1.556,0.003450
5186,NEUROPATHOLOGY,"1,500",1.556,0.003020
5186,PALAEONTOGRAPHICA ABTEILUNG B-PALAOPHYTOLOGIE,684,1.556,0.000140
5186,REVIEWS IN INORGANIC CHEMISTRY,153,1.556,0.000250
5186,SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,"1,077",1.556,0.001640
5192,CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS,"2,145",1.555,0.012340
5193,INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,816,1.554,0.001390
5193,INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,816,1.554,0.001390
5193,SUSTAINABLE DEVELOPMENT,927,1.554,0.001260
5196,APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,"1,568",1.553,0.003300
5196,CORONARY ARTERY DISEASE,"1,632",1.553,0.002680
5196,LABORATORY ANIMALS,"1,669",1.553,0.001700
5199,BMC Biophysics,130,1.552,0.000750
5199,FOREST POLICY AND ECONOMICS,"2,010",1.552,0.003770
5201,Acta Meteorologica Sinica,"1,225",1.551,0.001880
5201,Journal of Deaf Studies and Deaf Education,"1,015",1.551,0.001300
5201,MULTIVARIATE BEHAVIORAL RESEARCH,"4,210",1.551,0.008430
5201,MULTIVARIATE BEHAVIORAL RESEARCH,"4,210",1.551,0.008430
5201,WATER AIR AND SOIL POLLUTION,"11,490",1.551,0.013010
5206,CHEMISTRY LETTERS,"14,065",1.550,0.014410
5206,CROP SCIENCE,"15,892",1.550,0.009990
5206,Hereditary Cancer in Clinical Practice,199,1.550,0.000570
5206,JOURNAL OF ATMOSPHERIC CHEMISTRY,"1,802",1.550,0.000940
5206,JOURNAL OF SEISMOLOGY,"1,051",1.550,0.002370
5211,Emerging Markets Review,467,1.549,0.001010
5211,JOURNAL OF CLINICAL LABORATORY ANALYSIS,"1,227",1.549,0.002110
5211,SWISS MEDICAL WEEKLY,"2,570",1.549,0.006260
5214,FOOD AND AGRICULTURAL IMMUNOLOGY,467,1.548,0.000520
5215,AUTONOMOUS ROBOTS,"1,419",1.547,0.004070
5215,Hamostaseologie,541,1.547,0.001560
5215,IEEE Intelligent Transportation Systems Magazine,159,1.547,0.000780
5215,JOURNAL OF SCHOOL HEALTH,"2,767",1.547,0.004620
5215,JOURNAL OF SCHOOL HEALTH,"2,767",1.547,0.004620
5215,Road Materials and Pavement Design,871,1.547,0.002320
5215,Thoracic Surgery Clinics,538,1.547,0.001560
5222,CANADIAN JOURNAL OF SURGERY,"2,029",1.546,0.003360
5222,JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS,912,1.546,0.002270
5222,PHARMACEUTICAL BIOLOGY,"2,752",1.546,0.004330
5222,SPINAL CORD,"4,301",1.546,0.007220
5222,Statistics and Its Interface,424,1.546,0.002850
5227,Intellectual and Developmental Disabilities,477,1.545,0.001520
5227,JOURNAL OF AGRICULTURAL ECONOMICS,"1,213",1.545,0.001970
5227,JOURNAL OF AGRICULTURAL ECONOMICS,"1,213",1.545,0.001970
5227,JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,787,1.545,0.001500
5227,PUBLIC CULTURE,"1,065",1.545,0.001430
5227,Palaeontologische Zeitschrift,993,1.545,0.001220
5227,TRANSPORTATION,"2,011",1.545,0.003910
5227,TRANSPORTATION,"2,011",1.545,0.003910
5235,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,940,1.544,0.001770
5235,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,940,1.544,0.001770
5235,HEALTH RISK & SOCIETY,795,1.544,0.001850
5235,JOURNAL OF ULTRASOUND IN MEDICINE,"5,321",1.544,0.008890
5235,KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY,567,1.544,0.001320
5240,BREEDING SCIENCE,"1,278",1.543,0.001820
5240,FOOD AND NUTRITION BULLETIN,"2,005",1.543,0.003140
5240,IEEE Journal of the Electron Devices Society,120,1.543,0.000500
5243,COMPUTER GRAPHICS FORUM,"4,104",1.542,0.022660
5243,INTERNATIONAL JOURNAL OF COSMETIC SCIENCE,"1,414",1.542,0.002130
5243,Journal of Obsessive-Compulsive and Related Disorders,292,1.542,0.001190
5243,Journal of Obsessive-Compulsive and Related Disorders,292,1.542,0.001190
5247,IET Nanobiotechnology,272,1.541,0.000500
5248,CHINA QUARTERLY,"1,547",1.540,0.003200
5248,HOUSING POLICY DEBATE,866,1.540,0.001350
5248,Journal of Hospitality & Tourism Research,913,1.540,0.001030
5251,HUMAN HEREDITY,"1,134",1.539,0.002490
5251,REHABILITATION PSYCHOLOGY,"1,435",1.539,0.002850
5251,WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,383,1.539,0.001200
5254,International Journal of Agricultural Sustainability,507,1.538,0.001360
5254,MOBILE NETWORKS & APPLICATIONS,"1,087",1.538,0.002520
5254,Odontology,406,1.538,0.001180
5254,SCIENTIA HORTICULTURAE,"9,140",1.538,0.013860
5258,JOURNAL OF COMPUTATIONAL BIOLOGY,"2,764",1.537,0.007550
5258,JOURNAL OF STATISTICAL PHYSICS,"8,322",1.537,0.016700
5258,Transactions in GIS,918,1.537,0.002060
5261,ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY,787,1.536,0.001240
5261,HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW,398,1.536,0.000830
5261,INTERNATIONAL JOURNAL OF PLANT SCIENCES,"3,354",1.536,0.003790
5261,JOURNAL OF ETHNIC AND MIGRATION STUDIES,"2,155",1.536,0.005460
5261,JOURNAL OF RADIATION RESEARCH,"2,071",1.536,0.004470
5261,THEORETICAL CRIMINOLOGY,756,1.536,0.001750
5267,ANNALS OF PLASTIC SURGERY,"6,937",1.535,0.011390
5267,JOURNAL OF RISK AND INSURANCE,"1,346",1.535,0.002980
5267,Journal of Vascular Access,649,1.535,0.001700
5267,Journal of the American Psychiatric Nurses Association,321,1.535,0.000690
5267,Journal of the American Psychiatric Nurses Association,321,1.535,0.000690
5267,PEDOBIOLOGIA,"1,996",1.535,0.002150
5267,PEDOSPHERE,"1,873",1.535,0.003490
5267,Public Health Genomics,539,1.535,0.002460
5267,Public Health Genomics,539,1.535,0.002460
5276,International Journal of Applied Ceramic Technology,"1,729",1.534,0.003600
5277,BioScience Trends,443,1.533,0.001280
5277,JOURNAL OF CULTURAL HERITAGE,"1,670",1.533,0.002860
5277,JOURNAL OF STORED PRODUCTS RESEARCH,"2,314",1.533,0.001770
5277,PHARMACOLOGY,"2,172",1.533,0.002600
5277,STATISTICS IN MEDICINE,"19,753",1.533,0.033540
5282,Critical Studies in Education,284,1.532,0.001520
5282,INTERNATIONAL AFFAIRS,"1,289",1.532,0.003660
5282,JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS,"1,578",1.532,0.002340
5282,PRODUCTION PLANNING & CONTROL,"1,539",1.532,0.001820
5282,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,"6,321",1.532,0.009070
5287,Acta Otorhinolaryngologica Italica,"1,069",1.531,0.001660
5287,NEPHRON EXPERIMENTAL NEPHROLOGY,690,1.531,0.001380
5289,ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA,"1,276",1.530,0.002640
5289,Integrated Environmental Assessment and Management,"1,222",1.530,0.003260
5289,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,"4,250",1.530,0.006640
5289,JOURNAL OF HYDROLOGIC ENGINEERING,"3,231",1.530,0.005780
5289,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,"1,580",1.530,0.004270
5289,Journal of Civil Engineering and Management,776,1.530,0.002020
5289,PHYSIOLOGICAL ENTOMOLOGY,"1,701",1.530,0.001750
5296,Crystallography Reviews,216,1.529,0.000440
5297,JOURNAL OF EDUCATIONAL MEASUREMENT,"1,084",1.528,0.002160
5298,Biochemistry and Cell Biology,"2,410",1.527,0.003400
5298,Crisis-The Journal of Crisis Intervention and Suicide Prevention,981,1.527,0.001820
5298,Journal of Photonics for Energy,295,1.527,0.001060
5298,SKELETAL RADIOLOGY,"4,318",1.527,0.007790
5302,INTERNAL MEDICINE JOURNAL,"2,590",1.526,0.006430
5302,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,"5,432",1.526,0.007540
5302,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,"5,432",1.526,0.007540
5305,CLINICS IN GERIATRIC MEDICINE,"1,489",1.525,0.003150
5305,HIGH ALTITUDE MEDICINE & BIOLOGY,969,1.525,0.002000
5305,LANGUAGE IN SOCIETY,"1,152",1.525,0.001520
5305,PEDIATRIC RADIOLOGY,"5,224",1.525,0.008130
5305,SOCIAL SCIENCE COMPUTER REVIEW,968,1.525,0.002110
5305,SOCIAL SCIENCE COMPUTER REVIEW,968,1.525,0.002110
5305,Women and Birth,483,1.525,0.001880
5305,Women and Birth,483,1.525,0.001880
5313,AIDS EDUCATION AND PREVENTION,"1,735",1.524,0.002850
5313,Earth Science Informatics,147,1.524,0.000420
5313,JOURNAL OF INTERNATIONAL MONEY AND FINANCE,"2,693",1.524,0.007640
5316,GEOLOGICA CARPATHICA,828,1.523,0.000990
5316,HEALTH & SOCIAL WORK,828,1.523,0.000920
5316,Radiologia Medica,"1,703",1.523,0.003530
5316,STARCH-STARKE,"3,720",1.523,0.003060
5320,BIOLOGICAL BULLETIN,"4,905",1.522,0.002410
5320,Journal of Drugs in Dermatology,"2,330",1.522,0.006450
5320,ONKOLOGIE,961,1.522,0.001820
5320,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,"9,209",1.522,0.014320
5320,STRAIN,972,1.522,0.002670
5320,Transport Policy,"2,560",1.522,0.006260
5326,Biomedical Signal Processing and Control,961,1.521,0.002410
5326,COMPUTERS IN BIOLOGY AND MEDICINE,"2,755",1.521,0.005150
5326,European Physical Journal Plus,"1,091",1.521,0.004230
5326,JOURNAL OF MORPHOLOGY,"5,264",1.521,0.004890
5330,CANADIAN JOURNAL OF ZOOLOGY,"10,604",1.520,0.005530
5330,SCHOOL PSYCHOLOGY REVIEW,"1,807",1.520,0.002430
5332,CURRENT MICROBIOLOGY,"5,216",1.519,0.007260
5332,Comparative Cytogenetics,258,1.519,0.000640
5332,JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,"3,262",1.519,0.006860
5332,MEDICC Review,198,1.519,0.000650
5332,MEDICC Review,198,1.519,0.000650
5332,PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE,722,1.519,0.000350
5338,GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS,668,1.518,0.001080
5339,JOURNAL OF APPLIED ENTOMOLOGY,"2,489",1.517,0.003230
5339,LETTERS IN MATHEMATICAL PHYSICS,"2,133",1.517,0.007070
5339,WEED RESEARCH,"2,544",1.517,0.002680
5342,IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,"4,221",1.516,0.006090
5343,AMERICAN JOURNAL OF MANAGED CARE,"3,400",1.515,0.010780
5343,AMERICAN JOURNAL OF MANAGED CARE,"3,400",1.515,0.010780
5343,ENVIRONMENT AND URBANIZATION,"1,191",1.515,0.001510
5343,HEALTH CARE MANAGEMENT REVIEW,"1,124",1.515,0.001800
5343,INFANT BEHAVIOR & DEVELOPMENT,"2,916",1.515,0.004870
5343,INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,503,1.515,0.000750
5343,JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,"2,607",1.515,0.003670
5343,JOURNAL OF PROSTHETIC DENTISTRY,"8,383",1.515,0.004610
5343,OPHTHALMOLOGICA,"1,747",1.515,0.002740
5352,Blood Transfusion,"1,042",1.514,0.003610
5352,Cluster Computing-The Journal of Networks Software Tools and Applications,588,1.514,0.001300
5352,JOURNAL OF FIELD ORNITHOLOGY,"1,255",1.514,0.001530
5352,JOURNAL OF SEX & MARITAL THERAPY,"1,764",1.514,0.001450
5356,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,700,1.513,0.001840
5356,REVIEW OF ACCOUNTING STUDIES,"1,074",1.513,0.003430
5356,TESOL QUARTERLY,"2,158",1.513,0.001970
5356,VIRAL IMMUNOLOGY,"1,197",1.513,0.001950
5360,Green Chemistry Letters and Reviews,550,1.512,0.001030
5360,ZOOLOGISCHER ANZEIGER,"1,695",1.512,0.001360
5362,AQUACULTURE NUTRITION,"2,304",1.511,0.003910
5362,ETHICS,"1,758",1.511,0.002260
5362,International Journal of Medical Robotics and Computer Assisted Surgery,858,1.511,0.002380
5362,LINGUISTIC INQUIRY,"2,055",1.511,0.002130
5362,POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING,"2,351",1.511,0.003270
5367,FISHERIES MANAGEMENT AND ECOLOGY,"1,204",1.510,0.002240
5367,FISHERY BULLETIN,"3,703",1.510,0.001640
5367,JAPANESE JOURNAL OF OPHTHALMOLOGY,"1,791",1.510,0.003190
5367,JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE,"1,531",1.510,0.004290
5367,ORTHOPEDIC CLINICS OF NORTH AMERICA,"2,559",1.510,0.002660
5367,SIAM JOURNAL ON APPLIED MATHEMATICS,"5,941",1.510,0.007340
5373,CRYPTOGAMIE MYCOLOGIE,324,1.509,0.000920
5373,Gaceta Sanitaria,"1,272",1.509,0.002230
5373,Gaceta Sanitaria,"1,272",1.509,0.002230
5373,HELGOLAND MARINE RESEARCH,"1,527",1.509,0.001700
5373,Journal of Applied Biomedicine,321,1.509,0.000440
5373,Paediatrics & Child Health,943,1.509,0.002070
5379,JOURNAL OF VIROLOGICAL METHODS,"7,297",1.508,0.012110
5379,MARKETING LETTERS,"1,368",1.508,0.002320
5379,MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES,257,1.508,0.000600
5379,POLITICAL COMMUNICATION,"1,383",1.508,0.003020
5383,Anatomical Record-Advances in Integrative Anatomy and Evolutionary Biology,"7,792",1.507,0.007320
5383,Journal for Healthcare Quality,404,1.507,0.001650
5383,Journal for Healthcare Quality,404,1.507,0.001650
5383,Journal of Pediatric Oncology Nursing,820,1.507,0.001350
5383,Journal of Pediatric Oncology Nursing,820,1.507,0.001350
5388,Molecular Cytogenetics,539,1.506,0.002070
5389,FORBES,"1,409",1.505,0.009830
5389,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,"10,767",1.505,0.006020
5389,Photonics and Nanostructures-Fundamentals and Applications,555,1.505,0.001960
5392,AMERICAN JOURNAL OF EMERGENCY MEDICINE,"5,880",1.504,0.012640
5392,INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY,"6,702",1.504,0.009340
5392,JOURNAL OF SAFETY RESEARCH,"2,280",1.504,0.004810
5392,RESEARCH IN VETERINARY SCIENCE,"5,054",1.504,0.009090
5392,WETLANDS,"3,660",1.504,0.004670
5397,ACTA PALAEONTOLOGICA POLONICA,"1,877",1.503,0.003260
5398,PLANT BREEDING,"3,136",1.502,0.003400
5399,JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,"10,770",1.501,0.007510
5400,ANIMAL HEALTH RESEARCH REVIEWS,769,1.500,0.001270
5400,Biodemography and Social Biology,136,1.500,0.000670
5400,Clinical Psychopharmacology and Neuroscience,193,1.500,0.000740
5400,DATA & KNOWLEDGE ENGINEERING,"1,369",1.500,0.002150
5400,JOURNAL OF DAIRY RESEARCH,"2,841",1.500,0.002160
5400,Minerals,134,1.500,0.000640
5400,PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS,"2,621",1.500,0.007980
5400,Politics,302,1.500,0.001210
5400,Psychiatry Investigation,669,1.500,0.002080
5400,Psychiatry Investigation,669,1.500,0.002080
5400,REVIEW OF GENERAL PSYCHOLOGY,"2,765",1.500,0.002730
5400,SAMJ SOUTH AFRICAN MEDICAL JOURNAL,"3,201",1.500,0.004470
5412,Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,"1,649",1.499,0.003560
5413,Personal and Ubiquitous Computing,"1,510",1.498,0.003380
5414,DESIGNED MONOMERS AND POLYMERS,665,1.497,0.000870
5414,Nutricion Hospitalaria,"2,907",1.497,0.004090
5416,ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY,"4,573",1.496,0.010210
5417,ACTA NEUROLOGICA BELGICA,683,1.495,0.001280
5417,BIOSYSTEMS,"2,313",1.495,0.003450
5417,Hemodialysis International,"1,198",1.495,0.002780
5417,PEDIATRIC EXERCISE SCIENCE,"1,421",1.495,0.002070
5421,EUROPEAN JOURNAL OF PLANT PATHOLOGY,"4,603",1.494,0.006950
5421,HARVARD JOURNAL OF LAW AND PUBLIC POLICY,596,1.494,0.001220
5423,Aging Male,537,1.493,0.001080
5423,Current Infectious Disease Reports,939,1.493,0.003030
5423,International Journal of Shipping and Transport Logistics,218,1.493,0.000540
5426,MEASUREMENT SCIENCE and TECHNOLOGY,"10,298",1.492,0.017250
5426,NEURAL COMPUTING & APPLICATIONS,"2,398",1.492,0.007010
5428,ACTA PROTOZOOLOGICA,736,1.491,0.001060
5428,JOURNAL OF ELECTRONIC MATERIALS,"7,536",1.491,0.013150
5428,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,"5,965",1.491,0.014220
5431,NUTRIENT CYCLING IN AGROECOSYSTEMS,"3,389",1.490,0.003610
5431,PLANT ECOLOGY,"5,250",1.490,0.007100
5431,Plant Biotechnology Reports,471,1.490,0.001100
5434,NETHERLANDS JOURNAL OF MEDICINE,"1,514",1.489,0.003050
5435,BIOINORGANIC CHEMISTRY AND APPLICATIONS,529,1.488,0.001100
5435,Crop & Pasture Science,"1,180",1.488,0.002900
5435,Indian Journal of Dermatology Venereology & Leprology,"1,305",1.488,0.002500
5435,JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,524,1.488,0.000880
5435,Journal of Nanophotonics,712,1.488,0.002390
5435,Journal of Nutrigenetics and Nutrigenomics,255,1.488,0.000740
5435,OCEAN ENGINEERING,"4,738",1.488,0.009720
5442,ADAPTED PHYSICAL ACTIVITY QUARTERLY,646,1.487,0.000550
5442,CRYPTOGAMIE ALGOLOGIE,417,1.487,0.000790
5442,INTERNATIONAL JOURNAL OF PROSTHODONTICS,"3,208",1.487,0.003480
5442,Remote Sensing Letters,638,1.487,0.002600
5442,WEED TECHNOLOGY,"2,823",1.487,0.002430
5447,ESAIM-MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS-MODELISATION MATHEMATIQUE ET ANALYSE NUMERIQUE,"1,474",1.486,0.005770
5447,Journal of Occupational Medicine and Toxicology,521,1.486,0.000940
5447,Pathogens and Global Health,333,1.486,0.001860
5447,SIAM JOURNAL ON MATHEMATICAL ANALYSIS,"4,797",1.486,0.016520
5451,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,"5,294",1.485,0.004470
5451,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,"5,294",1.485,0.004470
5451,GENE EXPRESSION PATTERNS,"1,420",1.485,0.002250
5451,JOURNAL OF BANKING & FINANCE,"7,939",1.485,0.020020
5451,VETERINARY ANAESTHESIA AND ANALGESIA,"1,344",1.485,0.002460
5456,CROATIAN MEDICAL JOURNAL,"1,366",1.483,0.002050
5457,Oncology Letters,"3,977",1.482,0.012200
5457,SIMULATION MODELLING PRACTICE AND THEORY,"1,415",1.482,0.003510
5459,APPLIED COGNITIVE PSYCHOLOGY,"3,303",1.481,0.005110
5459,APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,815,1.481,0.001180
5459,ENVIRONMENTAL ENGINEERING SCIENCE,"1,714",1.481,0.002360
5459,Journal of Foot and Ankle Research,569,1.481,0.001810
5459,SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,"3,663",1.481,0.007790
5464,OPTICS COMMUNICATIONS,"18,880",1.480,0.026660
5465,Australian Critical Care,371,1.479,0.000880
5465,Australian Critical Care,371,1.479,0.000880
5465,International Journal of Engine Research,846,1.479,0.002010
5465,NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,"1,073",1.479,0.001340
5469,NOTRE DAME LAW REVIEW,965,1.478,0.002200
5469,Urban Water Journal,910,1.478,0.001340
5471,JOURNAL OF PAEDIATRICS AND CHILD HEALTH,"3,455",1.477,0.006350
5471,THERAPEUTIC APHERESIS AND DIALYSIS,"1,276",1.477,0.003660
5471,Transportmetrica A-Transport Science,150,1.477,0.000710
5471,Transportmetrica A-Transport Science,150,1.477,0.000710
5475,BOREAL ENVIRONMENT RESEARCH,"1,295",1.476,0.002180
5475,ENDOCRINE RESEARCH,637,1.476,0.000720
5475,GEOMETRIC AND FUNCTIONAL ANALYSIS,"1,865",1.476,0.012480
5475,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,"3,015",1.476,0.002870
5475,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,"3,015",1.476,0.002870
5475,JOURNAL OF COMMUNITY HEALTH,"1,995",1.476,0.006220
5475,JOURNAL OF FORESTRY,"1,830",1.476,0.002000
5475,TOXICOLOGY MECHANISMS AND METHODS,928,1.476,0.002130
5483,GeoArabia,769,1.475,0.000520
5483,INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW,"1,091",1.475,0.001500
5485,Avian Conservation and Ecology,184,1.474,0.000610
5485,DIAGNOSTIC MOLECULAR PATHOLOGY,724,1.474,0.001060
5485,JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,739,1.474,0.000870
5485,JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,739,1.474,0.000870
5485,Journal of Evidence-Based Dental Practice,298,1.474,0.001110
5485,METALLURGICAL AND MATERIALS TRANSACTIONS B-PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE,"4,837",1.474,0.005300
5485,PHARMACOPSYCHIATRY,"1,624",1.474,0.002010
5492,JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY,"5,424",1.473,0.006090
5492,LETHAIA,"1,919",1.473,0.002500
5494,JOURNAL OF TURBULENCE,851,1.472,0.002840
5494,Journal of Arid Land,372,1.472,0.001230
5496,JOURNAL OF HYDRAULIC RESEARCH,"2,515",1.471,0.004710
5496,Medical Molecular Morphology,442,1.471,0.000920
5496,NEPHRON CLINICAL PRACTICE,"1,806",1.471,0.005140
5496,SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION,"3,246",1.471,0.003760
5500,CANCER IMAGING,786,1.470,0.001930
5500,European Journal of Ageing,598,1.470,0.001720
5500,INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,"1,589",1.470,0.003470
5500,JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,"5,413",1.470,0.005540
5500,Language Cognition and Neuroscience,203,1.470,0.000970
5500,Language Cognition and Neuroscience,203,1.470,0.000970
5506,BMC Surgery,835,1.469,0.003120
5506,Journal of Hydrology and Hydromechanics,275,1.469,0.000740
5506,NURSING ETHICS,"1,431",1.469,0.001970
5506,NURSING ETHICS,"1,431",1.469,0.001970
5506,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,"6,647",1.469,0.006010
5511,International Journal of Applied Mechanics,549,1.468,0.001560
5512,ANNALS OF NUCLEAR MEDICINE,"1,786",1.467,0.003710
5512,Food Additives & Contaminants Part B-Surveillance,413,1.467,0.000970
5512,RESEARCH EVALUATION,740,1.467,0.001200
5512,SUPRAMOLECULAR CHEMISTRY,"2,237",1.467,0.003050
5516,CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,"2,386",1.466,0.004290
5516,Climate and Development,283,1.466,0.001200
5516,Journal of Bionic Engineering,703,1.466,0.001510
5519,SARCOIDOSIS VASCULITIS AND DIFFUSE LUNG DISEASES,966,1.465,0.001280
5519,TRANSITION METAL CHEMISTRY,"2,482",1.465,0.001550
5521,AGRONOMY JOURNAL,"11,440",1.464,0.008550
5521,EUROPEAN JOURNAL OF MINERALOGY,"2,912",1.464,0.003170
5521,HEALTH COMMUNICATION,"1,779",1.464,0.003890
5521,MATHEMATICS OF COMPUTATION,"6,639",1.464,0.011250
5521,WEST EUROPEAN POLITICS,"1,717",1.464,0.005870
5526,Cardiovascular Ultrasound,814,1.463,0.001780
5526,IIE TRANSACTIONS,"3,405",1.463,0.004630
5526,INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,898,1.463,0.001300
5526,JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,"5,879",1.463,0.009220
5526,Journal of Ophthalmology,755,1.463,0.003300
5531,APPLIED ACOUSTICS,"3,167",1.462,0.005630
5531,Cellular Reprogramming,544,1.462,0.001920
5531,INSTRUCTIONAL SCIENCE,"1,394",1.462,0.003160
5531,JOURNAL OF CRYSTAL GROWTH,"24,358",1.462,0.021970
5531,Mobile Information Systems,155,1.462,0.000470
5536,JOURNAL OF MATHEMATICAL IMAGING AND VISION,"1,673",1.461,0.005400
